STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_RATE_1516.1,DATE_CUR
COLORADO,8,803990,Poudre School District R-1,80399000528,FORT COLLINS HIGH SCHOOL,80,7/1/2017
COLORADO,8,803990,Poudre School District R-1,80399000541,POUDRE HIGH SCHOOL,73,7/1/2017
COLORADO,8,803990,Poudre School District R-1,80399000545,ROCKY MOUNTAIN HIGH SCHOOL,87,7/1/2017
COLORADO,8,803990,Poudre School District R-1,80399001608,LIBERTY COMMON CHARTER SCHOOL,95,7/1/2017
COLORADO,8,803990,Poudre School District R-1,80399001717,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,90,7/1/2017
COLORADO,8,803990,Poudre School District R-1,80399001848,FOSSIL RIDGE HIGH SCHOOL,95,7/1/2017
COLORADO,8,803990,Poudre School District R-1,80399001938,POUDRE COMMUNITY ACADEMY,40,7/1/2017
COLORADO,8,803990,Poudre School District R-1,80399006334,POLARIS EXPEDITIONARY LEARNING SCHOOL,70,7/1/2017
COLORADO,8,803990,Poudre School District R-1,80399006431,PSD GLOBAL ACADEMY,40,7/1/2017
COLORADO,8,804020,Weld County Reorganized School District No. Re-8,80402000552,FORT LUPTON HIGH SCHOOL,70,7/1/2017
COLORADO,8,804050,"School District No. Re-3, Fort Morgan",80405000557,FORT MORGAN HIGH SCHOOL,83,7/1/2017
COLORADO,8,804050,"School District No. Re-3, Fort Morgan",80405001611,LINCOLN HIGH SCHOOL,LE20,7/1/2017
COLORADO,8,804080,"Fountain, School District No. 8, in the county of El Paso an",80408000096,WELTE EDUCATION CENTER,40,7/1/2017
COLORADO,8,804080,"Fountain, School District No. 8, in the county of El Paso an",80408000562,FOUNTAIN-FORT CARSON HIGH SCHOOL,92,7/1/2017
COLORADO,8,804110,Fowler School District No. R4J,80411000568,FOWLER HIGH SCHOOL,80,7/1/2017
COLORADO,8,804140,Sierra Grande School District No. R-30,80414000572,SIERRA GRANDE K-12 SCHOOL,50,7/1/2017
COLORADO,8,804200,Weld County Reorganized School District No. Re-1,80420000580,VALLEY HIGH SCHOOL,80,7/1/2017
COLORADO,8,804230,Gilpin County School District No. Re-1,80423001298,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,80,7/1/2017
COLORADO,8,804260,Roaring Fork School District No. Re-1,80426000584,BASALT HIGH SCHOOL,70,7/1/2017
COLORADO,8,804260,Roaring Fork School District No. Re-1,80426000588,GLENWOOD SPRINGS HIGH SCHOOL,85,7/1/2017
COLORADO,8,804260,Roaring Fork School District No. Re-1,80426000590,ROARING FORK HIGH SCHOOL,85,7/1/2017
COLORADO,8,804260,Roaring Fork School District No. Re-1,80426001596,BRIDGES,50,7/1/2017
COLORADO,8,804290,Granada School District No. Re-1,80429000593,GRANADA UNDIVIDED HIGH SCHOOL,50,7/1/2017
COLORADO,8,804320,East Grand School District No. 2,80432000596,MIDDLE PARK HIGH SCHOOL,90,7/1/2017
COLORADO,8,804350,Mesa County Valley School District No. 51,80435000600,CENTRAL HIGH SCHOOL,82,7/1/2017
COLORADO,8,804350,Mesa County Valley School District No. 51,80435000609,FRUITA MONUMENT HIGH SCHOOL,88,7/1/2017
COLORADO,8,804350,Mesa County Valley School District No. 51,80435000611,GATEWAY SCHOOL,87,7/1/2017
COLORADO,8,804350,Mesa County Valley School District No. 51,80435000612,GRAND JUNCTION HIGH SCHOOL,81,7/1/2017
COLORADO,8,804350,Mesa County Valley School District No. 51,80435000620,PALISADE HIGH SCHOOL,91,7/1/2017
COLORADO,8,804350,Mesa County Valley School District No. 51,80435000623,R-5 HIGH SCHOOL,35,7/1/2017
COLORADO,8,804350,Mesa County Valley School District No. 51,80435006384,MESA VALLEY COMMUNITY SCHOOL,60,7/1/2017
COLORADO,8,804350,Mesa County Valley School District No. 51,80435006498,GRAND RIVER ACADEMY,50,7/1/2017
COLORADO,8,804380,"Grand Valley, School District No. 16, in the county of Garfi",80438000631,GRAND VALLEY HIGH SCHOOL,75,7/1/2017
COLORADO,8,804410,"Greeley,School District No. 6, in the county of Weld and Sta",80441000640,GREELEY WEST HIGH SCHOOL,78,7/1/2017
COLORADO,8,804410,"Greeley,School District No. 6, in the county of Weld and Sta",80441000641,GREELEY CENTRAL HIGH SCHOOL,90,7/1/2017
COLORADO,8,804410,"Greeley,School District No. 6, in the county of Weld and Sta",80441001614,FRONTIER CHARTER ACADEMY,95,7/1/2017
COLORADO,8,804410,"Greeley,School District No. 6, in the county of Weld and Sta",80441001615,UNION COLONY PREPARATORY SCHOOL,70,7/1/2017
COLORADO,8,804410,"Greeley,School District No. 6, in the county of Weld and Sta",80441001696,UNIVERSITY SCHOOLS,95,7/1/2017
COLORADO,8,804410,"Greeley,School District No. 6, in the county of Weld and Sta",80441001788,NORTHRIDGE HIGH SCHOOL,85,7/1/2017
COLORADO,8,804410,"Greeley,School District No. 6, in the county of Weld and Sta",80441006461,JEFFERSON HIGH SCHOOL,49,7/1/2017
COLORADO,8,804410,"Greeley,School District No. 6, in the county of Weld and Sta",80441006505,ENGAGE ONLINE ACADEMY,40,7/1/2017
COLORADO,8,804440,School District No. Re-12 in the county of Weld and State of,80444000653,PAWNEE SCHOOL PK-12,87,7/1/2017
COLORADO,8,804470,Gunnison Watershed School District Re1J,80447000655,CRESTED BUTTE SECONDARY SCHOOL,90,7/1/2017
COLORADO,8,804470,Gunnison Watershed School District Re1J,80447000656,GUNNISON HIGH SCHOOL,90,7/1/2017
COLORADO,8,804500,"Hanover, School District No. 28, in the county of El Paso an",80450000661,HANOVER JUNIOR-SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,804530,"Harrison, School District No. 2, in the county of El Paso an",80453000667,HARRISON HIGH SCHOOL,85,7/1/2017
COLORADO,8,804530,"Harrison, School District No. 2, in the county of El Paso an",80453001382,SIERRA HIGH SCHOOL,75,7/1/2017
COLORADO,8,804530,"Harrison, School District No. 2, in the county of El Paso an",80453001781,JAMES IRWIN CHARTER HIGH SCHOOL,90,7/1/2017
COLORADO,8,804530,"Harrison, School District No. 2, in the county of El Paso an",80453006535,HIGH SCHOOL PREPARATORY ACADEMY,40,7/1/2017
COLORADO,8,804560,"Haxtun School District, No. Re-2J",80456000674,HAXTUN HIGH SCHOOL,80,7/1/2017
COLORADO,8,804590,Hayden School District No. Re 1,80459001348,HAYDEN HIGH SCHOOL,80,7/1/2017
COLORADO,8,804620,Hinsdale County School District No. Re-1,80462001969,LAKE CITY COMMUNITY SCHOOL,50,7/1/2017
COLORADO,8,804650,Hoehne Reorganized School District No. 3,80465000680,HOEHNE SCHOOLS,80,7/1/2017
COLORADO,8,804680,Holly School District No. Re-3,80468000681,HOLLY HIGH SCHOOL,80,7/1/2017
COLORADO,8,804710,Holyoke School District No. Re-1J,80471000684,HOLYOKE SENIOR HIGH SCHOOL,90,7/1/2017
COLORADO,8,804710,Holyoke School District No. Re-1J,80471006610,HOLYOKE ALTERNATIVE SCHOOL,87,7/1/2017
COLORADO,8,804740,Genoa-Hugo School District No. C-113,80474000686,GENOA-HUGO SCHOOL,50,7/1/2017
COLORADO,8,804770,Ignacio School District No. 11Jt,80477000689,IGNACIO HIGH SCHOOL,70,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000691,ALAMEDA INTERNATIONAL JUNIOR/SENIOR HIGH SCHOOL,92,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000694,ARVADA HIGH SCHOOL,80,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000695,ARVADA WEST HIGH SCHOOL,88,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000697,BEAR CREEK HIGH SCHOOL,93,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000707,COLUMBINE HIGH SCHOOL,89,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000719,EVERGREEN HIGH SCHOOL,95,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000733,GOLDEN HIGH SCHOOL,86,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000736,GREEN MOUNTAIN HIGH SCHOOL,93,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000739,JEFFERSON JUNIOR/SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000747,LAKEWOOD HIGH SCHOOL,89,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000756,MILLER SPECIAL EDUCATION,87,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000765,JEFFERSON COUNTY OPEN SECONDARY,50,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000775,POMONA HIGH SCHOOL,89,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000797,WARREN TECH CENTRAL,87,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000803,WHEAT RIDGE HIGH SCHOOL,78,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000964,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,95,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480000988,LONGVIEW HIGH SCHOOL,21,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001036,COLLEGIATE ACADEMY OF COLORADO,80,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001349,MC LAIN COMMUNITY HIGH SCHOOL,11,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001383,CHATFIELD HIGH SCHOOL,94,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001487,STANDLEY LAKE HIGH SCHOOL,84,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001542,CONIFER SENIOR HIGH SCHOOL,90,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001543,DAKOTA RIDGE SENIOR HIGH SCHOOL,92,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001606,ROCKY MOUNTAIN DEAF SCHOOL,87,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001766,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,80,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001797,RALSTON VALLEY SENIOR HIGH SCHOOL,96,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001907,BRADY EXPLORATION SCHOOL,40,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001921,JEFFERSON ACADEMY,50,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480001922,JEFFERSON ACADEMY HIGH SCHOOL,95,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480002014,NEW AMERICA SCHOOL,20,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480006163,MC LAIN HIGH SCHOOL,20,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480006307,SOBESKY ACADEMY,50,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480006438,WARREN TECH NORTH,87,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480006439,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,35,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480006466,TWO ROADS CHARTER SCHOOL,60,7/1/2017
COLORADO,8,804800,Jefferson County School District No. R-1,80480006587,ADDENBROOKE CLASSICAL ACADEMY,50,7/1/2017
COLORADO,8,804830,Weld County School District No. Re-5J,80483000810,ROOSEVELT HIGH SCHOOL,85,7/1/2017
COLORADO,8,804860,Julesburg School District No. Re1,80486000813,JULESBURG HIGH SCHOOL,50,7/1/2017
COLORADO,8,804860,Julesburg School District No. Re1,80486006387,INSIGHT SCHOOL OF COLORADO AT JULESBURG,40,7/1/2017
COLORADO,8,804890,Karval School District No. Re 23,80489000815,KARVAL JUNIOR-SENIOR HIGH SCHOOL,87,7/1/2017
COLORADO,8,804920,Weld County School District RE-3J,80492000819,WELD CENTRAL SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,804950,Weld County School District No. Re-7,80495000821,PLATTE VALLEY HIGH SCHOOL,95,7/1/2017
COLORADO,8,804980,Kim Reorganized School District No. 88,80498000823,KIM UNDIVIDED HIGH SCHOOL,87,7/1/2017
COLORADO,8,805010,School District No. C-2 in the county of Elbert and State of,80501000825,KIOWA HIGH SCHOOL,80,7/1/2017
COLORADO,8,805040,Kit Carson School District No. R-1,80504000826,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,50,7/1/2017
COLORADO,8,805070,West Grand School District No. 1,80507000830,WEST GRAND HIGH SCHOOL,80,7/1/2017
COLORADO,8,805100,North Conejos School District No. Re1J,80510000843,CENTAURI HIGH SCHOOL,90,7/1/2017
COLORADO,8,805100,North Conejos School District No. Re1J,80510006601,NORTH CONEJOS ALTERNATIVE PROGRAM,50,7/1/2017
COLORADO,8,805130,East Otero School District No. R1,80513006484,LA JUNTA JR/SR HIGH SCHOOL,85,7/1/2017
COLORADO,8,805160,La Veta School District Re-2,80516000854,LA VETA JUNIOR-SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,805190,Lake County School District No. R-1,80519000857,LAKE COUNTY HIGH SCHOOL,65,7/1/2017
COLORADO,8,805220,Lamar School District No. Re-2,80522000862,LAMAR HIGH SCHOOL,75,7/1/2017
COLORADO,8,805250,Las Animas School District No. Re-1,80525000868,LAS ANIMAS HIGH SCHOOL,60,7/1/2017
COLORADO,8,805280,"Limon School District, No. Re 4J",80528000871,LIMON JUNIOR-SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,805310,"Littleton, School District No. 6, in the county of Arapahoe",80531000873,ARAPAHOE HIGH SCHOOL,93,7/1/2017
COLORADO,8,805310,"Littleton, School District No. 6, in the county of Arapahoe",80531000881,HERITAGE HIGH SCHOOL,91,7/1/2017
COLORADO,8,805310,"Littleton, School District No. 6, in the county of Arapahoe",80531000884,LITTLETON HIGH SCHOOL,84,7/1/2017
COLORADO,8,805340,Lone Star School District No. 101,80534000895,LONE STAR UNDIVIDED HIGH SCHOOL,87,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537000902,FREDERICK SENIOR HIGH SCHOOL,88,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537000909,LONGMONT HIGH SCHOOL,89,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537000912,LYONS MIDDLE/SENIOR HIGH SCHOOL,90,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537000918,NIWOT HIGH SCHOOL,91,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537001284,SKYLINE HIGH SCHOOL,79,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537001374,OLDE COLUMBINE HIGH SCHOOL,15,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537001572,TWIN PEAKS CHARTER ACADEMY,80,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537001814,SILVER CREEK HIGH SCHOOL,93,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537001889,ERIE HIGH SCHOOL,90,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537006423,MEAD HIGH SCHOOL,90,7/1/2017
COLORADO,8,805370,St. Vrain Valley School District No. Re1J,80537006532,ST. VRAIN GLOBAL ONLINE ACADEMY,20,7/1/2017
COLORADO,8,805400,Thompson School District R-2J,80540000927,BERTHOUD HIGH SCHOOL,90,7/1/2017
COLORADO,8,805400,Thompson School District R-2J,80540000935,LOVELAND HIGH SCHOOL,78,7/1/2017
COLORADO,8,805400,Thompson School District R-2J,80540000938,THOMPSON VALLEY HIGH SCHOOL,77,7/1/2017
COLORADO,8,805400,Thompson School District R-2J,80540000941,HAROLD FERGUSON HIGH SCHOOL,11,7/1/2017
COLORADO,8,805400,Thompson School District R-2J,80540001786,MOUNTAIN VIEW HIGH SCHOOL,87,7/1/2017
COLORADO,8,805400,Thompson School District R-2J,80540006534,LOVELAND CLASSICAL SCHOOL,50,7/1/2017
COLORADO,8,805460,Mancos School District Re-6,80546000944,MANCOS HIGH SCHOOL,80,7/1/2017
COLORADO,8,805490,"Manitou Springs, School District No. 14, in the county of El",80549000946,MANITOU SPRINGS HIGH SCHOOL,90,7/1/2017
COLORADO,8,805520,"Manzanola, Joint District No. 3J, of the counties of Otero a",80552001375,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,50,7/1/2017
COLORADO,8,805550,"Mapleton, School District No. 1, in the county of Adams & St",80555001857,MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS,75,7/1/2017
COLORADO,8,805550,"Mapleton, School District No. 1, in the county of Adams & St",80555001858,MAPLETON EARLY COLLEGE HIGH SCHOOL,90,7/1/2017
COLORADO,8,805550,"Mapleton, School District No. 1, in the county of Adams & St",80555001860,GLOBAL LEADERSHIP ACADEMY,70,7/1/2017
COLORADO,8,805550,"Mapleton, School District No. 1, in the county of Adams & St",80555001872,ACADEMY HIGH SCHOOL,80,7/1/2017
COLORADO,8,805550,"Mapleton, School District No. 1, in the county of Adams & St",80555002017,YORK INTERNATIONAL,70,7/1/2017
COLORADO,8,805550,"Mapleton, School District No. 1, in the county of Adams & St",80555006433,NORTH VALLEY SCHOOL FOR YOUNG ADULTS,20,7/1/2017
COLORADO,8,805550,"Mapleton, School District No. 1, in the county of Adams & St",80555006488,COLORADO CONNECTIONS ACADEMY,55,7/1/2017
COLORADO,8,805580,McClave School District No. Re-2,80558000963,MC CLAVE UNDIVIDED HIGH SCHOOL,80,7/1/2017
COLORADO,8,805610,Meeker School District Re1,80561000967,MEEKER HIGH SCHOOL,90,7/1/2017
COLORADO,8,805640,School District No. Re-4 Buffalo,80564000970,MERINO JUNIOR SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,805670,"Miami-Yoder, Joint District No. 60 of the counties of El Pas",80567000972,MIAMI-YODER MIDDLE/HIGH SCHOOL,50,7/1/2017
COLORADO,8,805700,"Moffat, School District No. 2, in the county of Saguache and",80570000974,MOFFAT PREK-12 SCHOOL,50,7/1/2017
COLORADO,8,805700,"Moffat, School District No. 2, in the county of Saguache and",80570001511,CRESTONE CHARTER SCHOOL,50,7/1/2017
COLORADO,8,805730,Moffat County School District RE: No. 1,80573000981,MOFFAT COUNTY HIGH SCHOOL,85,7/1/2017
COLORADO,8,805760,Monte Vista School District No. C-8,80576000984,BYRON SYRING DELTA CENTER,21,7/1/2017
COLORADO,8,805760,Monte Vista School District No. C-8,80576001356,MONTE VISTA SENIOR HIGH SCHOOL,90,7/1/2017
COLORADO,8,805760,Monte Vista School District No. C-8,80576001560,MONTE VISTA ON-LINE ACADEMY,60,7/1/2017
COLORADO,8,805790,Montrose County School District Re-1J,80579000992,MONTROSE HIGH SCHOOL,89,7/1/2017
COLORADO,8,805790,Montrose County School District Re-1J,80579000998,OLATHE HIGH SCHOOL,85,7/1/2017
COLORADO,8,805790,Montrose County School District Re-1J,80579001660,PASSAGE CHARTER SCHOOL,87,7/1/2017
COLORADO,8,805790,Montrose County School District Re-1J,80579001852,VISTA CHARTER SCHOOL,25,7/1/2017
COLORADO,8,805790,Montrose County School District Re-1J,80579006499,PEAK VIRTUAL ACADEMY,80,7/1/2017
COLORADO,8,805820,"Lewis-Palmer Consolidated, School District No. 38, in the co",80582001003,LEWIS-PALMER HIGH SCHOOL,96,7/1/2017
COLORADO,8,805820,"Lewis-Palmer Consolidated, School District No. 38, in the co",80582006369,PALMER RIDGE HIGH SCHOOL,94,7/1/2017
COLORADO,8,805850,West End School District No. Re-2,80585001007,NUCLA HIGH SCHOOL,50,7/1/2017
COLORADO,8,805850,West End School District No. Re-2,80585001693,PARADOX VALLEY CHARTER SCHOOL,87,7/1/2017
COLORADO,8,805880,Norwood School District No. R-2J,80588001012,NORWOOD PUBLIC SCHOOLS,80,7/1/2017
COLORADO,8,805910,South Routt School District No. Re 3,80591001014,SOROCO HIGH SCHOOL,80,7/1/2017
COLORADO,8,805940,Otis School District No. R-3,80594001017,OTIS JUNIOR-SENIOR HIGH SCHOOL,50,7/1/2017
COLORADO,8,805970,"Ouray, School District No. R-1, of  the county of Ouray and",80597001019,OURAY SENIOR HIGH SCHOOL,50,7/1/2017
COLORADO,8,806000,Revere School District,80600001021,REVERE JUNIOR-SENIOR HIGH SCHOOL,50,7/1/2017
COLORADO,8,806030,School District No. Re-5 Plateau,80603001023,PEETZ JUNIOR-SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,806060,"Peyton, School District No. 23, in the county of El Paso and",80606001025,PEYTON SENIOR HIGH SCHOOL,90,7/1/2017
COLORADO,8,806060,"Peyton, School District No. 23, in the county of El Paso and",80606006637,CAREER BUILDING ACADEMY,21,7/1/2017
COLORADO,8,806090,Pritchett School District No. Re-3,80609001027,PRITCHETT HIGH SCHOOL,50,7/1/2017
COLORADO,8,806120,"Pueblo, School District No. 60, in the county of Pueblo and",80612001035,CENTENNIAL HIGH SCHOOL,80,7/1/2017
COLORADO,8,806120,"Pueblo, School District No. 60, in the county of Pueblo and",80612001037,CENTRAL HIGH SCHOOL,69,7/1/2017
COLORADO,8,806120,"Pueblo, School District No. 60, in the county of Pueblo and",80612001040,EAST HIGH SCHOOL,64,7/1/2017
COLORADO,8,806120,"Pueblo, School District No. 60, in the county of Pueblo and",80612001064,SOUTH HIGH SCHOOL,77,7/1/2017
COLORADO,8,806120,"Pueblo, School District No. 60, in the county of Pueblo and",80612001730,CHAVEZ/HUERTA K-12 PREPARATORY ACADEMY,90,7/1/2017
COLORADO,8,806150,Pueblo County School District 70,80615001079,PUEBLO COUNTY HIGH SCHOOL,85,7/1/2017
COLORADO,8,806150,Pueblo County School District 70,80615001082,RYE HIGH SCHOOL,80,7/1/2017
COLORADO,8,806150,Pueblo County School District 70,80615001613,PUEBLO WEST HIGH SCHOOL,90,7/1/2017
COLORADO,8,806150,Pueblo County School District 70,80615006360,SWALLOWS CHARTER ACADEMY HIGH SCHOOL,90,7/1/2017
COLORADO,8,806150,Pueblo County School District 70,80615006496,70 ONLINE,45,7/1/2017
COLORADO,8,806180,Rangely School District RE4,80618001088,RANGELY JUNIOR/SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,806210,"Ridgway, School District No. R-2,  of  the county of Ouray a",80621001090,RIDGWAY HIGH SCHOOL,80,7/1/2017
COLORADO,8,806240,Garfield School District No. Re-2,80624001097,RIFLE HIGH SCHOOL,80,7/1/2017
COLORADO,8,806240,Garfield School District No. Re-2,80624001906,COAL RIDGE HIGH SCHOOL,90,7/1/2017
COLORADO,8,806270,Rocky Ford School District No. R2,80627001103,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,806300,Mountain Valley School District No. Re 1,80630001415,MOUNTAIN VALLEY SENIOR HIGH SCHOOL,50,7/1/2017
COLORADO,8,806330,Salida School District No. R-32,80633001109,SALIDA HIGH SCHOOL,90,7/1/2017
COLORADO,8,806330,Salida School District No. R-32,80633006413,HORIZONS EXPLORATORY ACADEMY,21,7/1/2017
COLORADO,8,806360,Centennial School District No. R-1,80636001416,CENTENNIAL SCHOOL,50,7/1/2017
COLORADO,8,806390,"Sanford, School District No. 6, in the county of Conejos and",80639001114,SANFORD JUNIOR/SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,806420,"Sangre de Cristo School District, No. Re-22J",80642001116,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,80,7/1/2017
COLORADO,8,806450,Sargent School District No. Re-33J,80645001118,SARGENT SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,806480,School District No. 3 in the county of El Paso and State of,80648000051,DISCOVERY HIGH SCHOOL,LE10,7/1/2017
COLORADO,8,806480,School District No. 3 in the county of El Paso and State of,80648001129,WIDEFIELD HIGH SCHOOL,85,7/1/2017
COLORADO,8,806480,School District No. 3 in the county of El Paso and State of,80648001588,MESA RIDGE HIGH SCHOOL,83,7/1/2017
COLORADO,8,806510,Hi-Plains R-23,80651001130,HI-PLAINS SCHOOL DISTRICT R-23,50,7/1/2017
COLORADO,8,806540,Sheridan School District No. 2,80654001134,SHERIDAN HIGH SCHOOL,85,7/1/2017
COLORADO,8,806540,Sheridan School District No. 2,80654006565,SOAR ACADEMY,30,7/1/2017
COLORADO,8,806570,"Silverton, School District No. 1, in the county of San Juan",80657001137,SILVERTON HIGH SCHOOL,87,7/1/2017
COLORADO,8,806600,Big Sandy School District No. 100J,80660001139,SIMLA HIGH SCHOOL,80,7/1/2017
COLORADO,8,806630,Springfield School District No. Re-4,80663001142,SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,806660,Steamboat Springs School District No. Re 2,80666001144,STEAMBOAT SPRINGS HIGH SCHOOL,90,7/1/2017
COLORADO,8,806660,Steamboat Springs School District No. Re 2,80666001924,YAMPA VALLEY HIGH SCHOOL,50,7/1/2017
COLORADO,8,806690,"School District No. Re-1, Valley",80669001147,CALICHE JUNIOR-SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,806690,"School District No. Re-1, Valley",80669001155,STERLING HIGH SCHOOL,75,7/1/2017
COLORADO,8,806720,School District No. Re-11 in the county of Weld and State of,80672001158,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,50,7/1/2017
COLORADO,8,806750,Strasburg School District 31J,80675001161,STRASBURG HIGH SCHOOL,80,7/1/2017
COLORADO,8,806750,Strasburg School District 31J,80675001669,PRAIRIE CREEKS CHARTER SCHOOL,87,7/1/2017
COLORADO,8,806780,School District No. R-4 in the county of Kit Carson and Stat,80678001163,STRATTON SENIOR HIGH SCHOOL,50,7/1/2017
COLORADO,8,806810,Summit School District No. Re 1,80681001164,SUMMIT HIGH SCHOOL,90,7/1/2017
COLORADO,8,806810,Summit School District No. Re 1,80681006464,SNOWY PEAKS HIGH SCHOOL,60,7/1/2017
COLORADO,8,806840,"Swink, School District No. 33, in the county of Otero and St",80684001169,SWINK JUNIOR-SENIOR HIGH SCHOOL,80,7/1/2017
COLORADO,8,806870,Telluride School District No. R-1,80687001171,TELLURIDE HIGH SCHOOL,90,7/1/2017
COLORADO,8,806900,Adams 12 Five Star Schools,80690001172,VANTAGE POINT,40,7/1/2017
COLORADO,8,806900,Adams 12 Five Star Schools,80690001188,NORTHGLENN HIGH SCHOOL,83,7/1/2017
COLORADO,8,806900,Adams 12 Five Star Schools,80690001192,THORNTON HIGH SCHOOL,79,7/1/2017
COLORADO,8,806900,Adams 12 Five Star Schools,80690001491,HORIZON HIGH SCHOOL,95,7/1/2017
COLORADO,8,806900,Adams 12 Five Star Schools,80690001784,LEGACY HIGH SCHOOL,92,7/1/2017
COLORADO,8,806900,Adams 12 Five Star Schools,80690001996,MOUNTAIN RANGE HIGH SCHOOL,90,7/1/2017
COLORADO,8,806900,Adams 12 Five Star Schools,80690006417,WESTGATE CHARTER,50,7/1/2017
COLORADO,8,806900,Adams 12 Five Star Schools,80690006550,PATHWAYS FUTURE CENTER,54,7/1/2017
COLORADO,8,806930,Kiowa County School District No. Re-2,80693001199,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,87,7/1/2017
COLORADO,8,806960,"Trinidad, School District 1, in the county of Las Animas and",80696001205,TRINIDAD HIGH SCHOOL,80,7/1/2017
COLORADO,8,806990,Vilas School District Re-5,80699001207,VILAS UNDIVIDED HIGH SCHOOL,87,7/1/2017
COLORADO,8,807050,North Park School District R-1,80705001209,NORTH PARK SCHOOL,80,7/1/2017
COLORADO,8,807080,Huerfano School District Re-1,80708001212,JOHN MALL HIGH SCHOOL,80,7/1/2017
